chrom	start	end	region	coverage	sample
MN908947.3	14045	14457	SARS-CoV-2_47	41	4649
MN908947.3	14338	14743	SARS-CoV-2_48	60	4649
MN908947.3	14647	15050	SARS-CoV-2_49	92	4649
MN908947.3	14953	15358	SARS-CoV-2_50	112	4649
MN908947.3	15214	15619	SARS-CoV-2_51	28	4649
MN908947.3	15535	15941	SARS-CoV-2_52	127	4649
MN908947.3	15855	16260	SARS-CoV-2_53	83	4649
MN908947.3	16112	16508	SARS-CoV-2_54	558	4649
MN908947.3	16386	16796	SARS-CoV-2_55	825	4649
MN908947.3	16692	17105	SARS-CoV-2_56	699	4649
MN908947.3	16986	17405	SARS-CoV-2_57	697	4649
MN908947.3	17323	17711	SARS-CoV-2_58	663	4649
MN908947.3	17615	18022	SARS-CoV-2_59	1705	4649
MN908947.3	17911	18328	SARS-CoV-2_60	649	4649
MN908947.3	18244	18652	SARS-CoV-2_61	635	4649
MN908947.3	18550	18961	SARS-CoV-2_62	78	4649
MN908947.3	18869	19277	SARS-CoV-2_63	69	4649
MN908947.3	19183	19586	SARS-CoV-2_64	488	4649
MN908947.3	19485	19901	SARS-CoV-2_65	257	4649
MN908947.3	19810	20216	SARS-CoV-2_66	232	4649
MN908947.3	20090	20497	SARS-CoV-2_67	113	4649
MN908947.3	20377	20792	SARS-CoV-2_68	725	4649
MN908947.3	20677	21080	SARS-CoV-2_69	138	4649
MN908947.3	20988	21387	SARS-CoV-2_70	186	4649
MN908947.3	21294	21700	SARS-CoV-2_71	769	4649
MN908947.3	21532	21933	SARS-CoV-2_72	100	4649
MN908947.3	21865	22274	SARS-CoV-2_73	25	4649
MN908947.3	22091	22503	SARS-CoV-2_74	23	4649
MN908947.3	22402	22805	SARS-CoV-2_75	14	4649
MN908947.3	22648	23057	SARS-CoV-2_76	20	4649
MN908947.3	22944	23351	SARS-CoV-2_77	22	4649
MN908947.3	23219	23635	SARS-CoV-2_78	421	4649
MN908947.3	23553	23955	SARS-CoV-2_79	121	4649
MN908947.3	23853	24258	SARS-CoV-2_80	44	4649
MN908947.3	24171	24567	SARS-CoV-2_81	292	4649
MN908947.3	24426	24836	SARS-CoV-2_82	287	4649
MN908947.3	24750	25150	SARS-CoV-2_83	190	4649
MN908947.3	25051	25461	SARS-CoV-2_84	12	4649
MN908947.3	25331	25740	SARS-CoV-2_85	74	4649
MN908947.3	25645	26050	SARS-CoV-2_86	29	4649
MN908947.3	25951	26360	SARS-CoV-2_87	164	4649
MN908947.3	26255	26661	SARS-CoV-2_88	216	4649
MN908947.3	26564	26979	SARS-CoV-2_89	1215	4649
MN908947.3	26873	27283	SARS-CoV-2_90	205	4649
MN908947.3	27152	27560	SARS-CoV-2_91	183	4649
MN908947.3	27447	27855	SARS-CoV-2_92	53	4649
MN908947.3	27700	28104	SARS-CoV-2_93	378	4649
MN908947.3	27996	28416	SARS-CoV-2_94	841	4649
MN908947.3	28190	28598	SARS-CoV-2_95	920	4649
MN908947.3	28512	28914	SARS-CoV-2_96	383	4649
MN908947.3	28827	29227	SARS-CoV-2_97	347	4649
MN908947.3	29136	29534	SARS-CoV-2_98	139	4649
MN908947.3	29452	29854	SARS-CoV-2_99	1070	4649
