chrom	start	end	region	coverage	sample
MN908947.3	15535	15941	SARS-CoV-2_52	55	3165
MN908947.3	15855	16260	SARS-CoV-2_53	5	3165
MN908947.3	16112	16508	SARS-CoV-2_54	40	3165
MN908947.3	16386	16796	SARS-CoV-2_55	10	3165
MN908947.3	16692	17105	SARS-CoV-2_56	70	3165
MN908947.3	16986	17405	SARS-CoV-2_57	9	3165
MN908947.3	17323	17711	SARS-CoV-2_58	2677	3165
MN908947.3	17615	18022	SARS-CoV-2_59	2663	3165
MN908947.3	17911	18328	SARS-CoV-2_60	0	3165
MN908947.3	18244	18652	SARS-CoV-2_61	1173	3165
MN908947.3	18550	18961	SARS-CoV-2_62	84	3165
MN908947.3	18869	19277	SARS-CoV-2_63	2	3165
MN908947.3	19183	19586	SARS-CoV-2_64	0	3165
MN908947.3	19485	19901	SARS-CoV-2_65	0	3165
MN908947.3	19810	20216	SARS-CoV-2_66	10	3165
MN908947.3	20090	20497	SARS-CoV-2_67	6	3165
MN908947.3	20377	20792	SARS-CoV-2_68	600	3165
MN908947.3	20677	21080	SARS-CoV-2_69	65	3165
MN908947.3	20988	21387	SARS-CoV-2_70	20	3165
MN908947.3	21294	21700	SARS-CoV-2_71	0	3165
MN908947.3	21532	21933	SARS-CoV-2_72	0	3165
MN908947.3	21865	22274	SARS-CoV-2_73	2	3165
MN908947.3	22091	22503	SARS-CoV-2_74	42	3165
MN908947.3	22402	22805	SARS-CoV-2_75	0	3165
MN908947.3	22648	23057	SARS-CoV-2_76	0	3165
MN908947.3	22944	23351	SARS-CoV-2_77	39	3165
MN908947.3	23219	23635	SARS-CoV-2_78	24	3165
MN908947.3	23553	23955	SARS-CoV-2_79	4	3165
MN908947.3	23853	24258	SARS-CoV-2_80	29	3165
MN908947.3	24171	24567	SARS-CoV-2_81	58	3165
MN908947.3	24426	24836	SARS-CoV-2_82	288	3165
MN908947.3	24750	25150	SARS-CoV-2_83	118	3165
MN908947.3	25051	25461	SARS-CoV-2_84	963	3165
MN908947.3	25331	25740	SARS-CoV-2_85	6	3165
MN908947.3	25645	26050	SARS-CoV-2_86	6	3165
MN908947.3	25951	26360	SARS-CoV-2_87	13	3165
MN908947.3	26255	26661	SARS-CoV-2_88	40	3165
MN908947.3	26564	26979	SARS-CoV-2_89	244	3165
MN908947.3	26873	27283	SARS-CoV-2_90	0	3165
MN908947.3	27152	27560	SARS-CoV-2_91	0	3165
MN908947.3	27447	27855	SARS-CoV-2_92	2	3165
MN908947.3	27700	28104	SARS-CoV-2_93	64	3165
MN908947.3	27996	28416	SARS-CoV-2_94	1107	3165
MN908947.3	28190	28598	SARS-CoV-2_95	94	3165
MN908947.3	28512	28914	SARS-CoV-2_96	94	3165
MN908947.3	28827	29227	SARS-CoV-2_97	7	3165
MN908947.3	29136	29534	SARS-CoV-2_98	85	3165
MN908947.3	29452	29854	SARS-CoV-2_99	67	3165
