chrom	start	end	region	coverage	sample
MN908947.3	22944	23351	SARS-CoV-2_77	3757	4658
MN908947.3	23219	23635	SARS-CoV-2_78	5443	4658
MN908947.3	23553	23955	SARS-CoV-2_79	6864	4658
MN908947.3	23853	24258	SARS-CoV-2_80	2305	4658
MN908947.3	24171	24567	SARS-CoV-2_81	3505	4658
MN908947.3	24426	24836	SARS-CoV-2_82	4186	4658
MN908947.3	24750	25150	SARS-CoV-2_83	641	4658
MN908947.3	25051	25461	SARS-CoV-2_84	557	4658
MN908947.3	25331	25740	SARS-CoV-2_85	1518	4658
MN908947.3	25645	26050	SARS-CoV-2_86	768	4658
MN908947.3	25951	26360	SARS-CoV-2_87	1390	4658
MN908947.3	26255	26661	SARS-CoV-2_88	1794	4658
MN908947.3	26564	26979	SARS-CoV-2_89	7878	4658
MN908947.3	26873	27283	SARS-CoV-2_90	1874	4658
MN908947.3	27152	27560	SARS-CoV-2_91	1834	4658
MN908947.3	27447	27855	SARS-CoV-2_92	2737	4658
MN908947.3	27700	28104	SARS-CoV-2_93	3966	4658
MN908947.3	27996	28416	SARS-CoV-2_94	12023	4658
MN908947.3	28190	28598	SARS-CoV-2_95	12034	4658
MN908947.3	28512	28914	SARS-CoV-2_96	10365	4658
MN908947.3	28827	29227	SARS-CoV-2_97	12046	4658
MN908947.3	29136	29534	SARS-CoV-2_98	4749	4658
MN908947.3	29452	29854	SARS-CoV-2_99	16258	4658
