chrom	start	end	region	coverage	sample
MN908947.3	17911	18328	SARS-CoV-2_60	2087	4534
MN908947.3	18244	18652	SARS-CoV-2_61	7908	4534
MN908947.3	18550	18961	SARS-CoV-2_62	90	4534
MN908947.3	18869	19277	SARS-CoV-2_63	7	4534
MN908947.3	19183	19586	SARS-CoV-2_64	4	4534
MN908947.3	19485	19901	SARS-CoV-2_65	8	4534
MN908947.3	19810	20216	SARS-CoV-2_66	46	4534
MN908947.3	20090	20497	SARS-CoV-2_67	1312	4534
MN908947.3	20377	20792	SARS-CoV-2_68	917	4534
MN908947.3	20677	21080	SARS-CoV-2_69	390	4534
MN908947.3	20988	21387	SARS-CoV-2_70	925	4534
MN908947.3	21294	21700	SARS-CoV-2_71	1261	4534
MN908947.3	21532	21933	SARS-CoV-2_72	1327	4534
MN908947.3	21865	22274	SARS-CoV-2_73	106	4534
MN908947.3	22091	22503	SARS-CoV-2_74	75	4534
MN908947.3	22402	22805	SARS-CoV-2_75	31	4534
MN908947.3	22648	23057	SARS-CoV-2_76	664	4534
MN908947.3	22944	23351	SARS-CoV-2_77	1570	4534
MN908947.3	23219	23635	SARS-CoV-2_78	1381	4534
MN908947.3	23553	23955	SARS-CoV-2_79	832	4534
MN908947.3	23853	24258	SARS-CoV-2_80	597	4534
MN908947.3	24171	24567	SARS-CoV-2_81	2293	4534
MN908947.3	24426	24836	SARS-CoV-2_82	4171	4534
MN908947.3	24750	25150	SARS-CoV-2_83	448	4534
MN908947.3	25051	25461	SARS-CoV-2_84	525	4534
MN908947.3	25331	25740	SARS-CoV-2_85	1092	4534
MN908947.3	25645	26050	SARS-CoV-2_86	42	4534
MN908947.3	25951	26360	SARS-CoV-2_87	165	4534
MN908947.3	26255	26661	SARS-CoV-2_88	111	4534
MN908947.3	26564	26979	SARS-CoV-2_89	196	4534
MN908947.3	26873	27283	SARS-CoV-2_90	438	4534
MN908947.3	27152	27560	SARS-CoV-2_91	530	4534
MN908947.3	27447	27855	SARS-CoV-2_92	250	4534
MN908947.3	27700	28104	SARS-CoV-2_93	1223	4534
MN908947.3	27996	28416	SARS-CoV-2_94	1679	4534
MN908947.3	28190	28598	SARS-CoV-2_95	804	4534
MN908947.3	28512	28914	SARS-CoV-2_96	3106	4534
MN908947.3	28827	29227	SARS-CoV-2_97	3788	4534
MN908947.3	29136	29534	SARS-CoV-2_98	327	4534
MN908947.3	29452	29854	SARS-CoV-2_99	4544	4534
