chrom	start	end	region	coverage	sample
MN908947.3	22648	23057	SARS-CoV-2_76	346	4538
MN908947.3	22944	23351	SARS-CoV-2_77	335	4538
MN908947.3	23219	23635	SARS-CoV-2_78	521	4538
MN908947.3	23553	23955	SARS-CoV-2_79	31	4538
MN908947.3	23853	24258	SARS-CoV-2_80	24	4538
MN908947.3	24171	24567	SARS-CoV-2_81	149	4538
MN908947.3	24426	24836	SARS-CoV-2_82	1567	4538
MN908947.3	24750	25150	SARS-CoV-2_83	12	4538
MN908947.3	25051	25461	SARS-CoV-2_84	1	4538
MN908947.3	25331	25740	SARS-CoV-2_85	0	4538
MN908947.3	25645	26050	SARS-CoV-2_86	30	4538
MN908947.3	25951	26360	SARS-CoV-2_87	398	4538
MN908947.3	26255	26661	SARS-CoV-2_88	779	4538
MN908947.3	26564	26979	SARS-CoV-2_89	1470	4538
MN908947.3	26873	27283	SARS-CoV-2_90	0	4538
MN908947.3	27152	27560	SARS-CoV-2_91	57	4538
MN908947.3	27447	27855	SARS-CoV-2_92	55	4538
MN908947.3	27700	28104	SARS-CoV-2_93	1210	4538
MN908947.3	27996	28416	SARS-CoV-2_94	562	4538
MN908947.3	28190	28598	SARS-CoV-2_95	522	4538
MN908947.3	28512	28914	SARS-CoV-2_96	772	4538
MN908947.3	28827	29227	SARS-CoV-2_97	88	4538
MN908947.3	29136	29534	SARS-CoV-2_98	420	4538
MN908947.3	29452	29854	SARS-CoV-2_99	181	4538
