chrom	start	end	region	coverage	sample
MN908947.3	10076	10491	SARS-CoV-2_34	2	4693
MN908947.3	10393	10810	SARS-CoV-2_35	1300	4693
MN908947.3	10713	11116	SARS-CoV-2_36	232	4693
MN908947.3	11000	11414	SARS-CoV-2_37	248	4693
MN908947.3	11305	11720	SARS-CoV-2_38	479	4693
MN908947.3	11624	12033	SARS-CoV-2_39	0	4693
MN908947.3	11937	12339	SARS-CoV-2_40	43	4693
MN908947.3	12234	12643	SARS-CoV-2_41	1055	4693
MN908947.3	12519	12920	SARS-CoV-2_42	0	4693
MN908947.3	12831	13240	SARS-CoV-2_43	316	4693
MN908947.3	13124	13528	SARS-CoV-2_44	997	4693
MN908947.3	13463	13859	SARS-CoV-2_45	1799	4693
MN908947.3	13752	14144	SARS-CoV-2_46	0	4693
MN908947.3	14045	14457	SARS-CoV-2_47	0	4693
MN908947.3	14338	14743	SARS-CoV-2_48	0	4693
MN908947.3	14647	15050	SARS-CoV-2_49	0	4693
MN908947.3	14953	15358	SARS-CoV-2_50	0	4693
MN908947.3	15214	15619	SARS-CoV-2_51	0	4693
MN908947.3	15535	15941	SARS-CoV-2_52	3	4693
MN908947.3	15855	16260	SARS-CoV-2_53	161	4693
MN908947.3	16112	16508	SARS-CoV-2_54	239	4693
MN908947.3	16386	16796	SARS-CoV-2_55	256	4693
MN908947.3	16692	17105	SARS-CoV-2_56	609	4693
MN908947.3	16986	17405	SARS-CoV-2_57	387	4693
MN908947.3	17323	17711	SARS-CoV-2_58	379	4693
MN908947.3	17615	18022	SARS-CoV-2_59	1193	4693
MN908947.3	17911	18328	SARS-CoV-2_60	29	4693
MN908947.3	18244	18652	SARS-CoV-2_61	772	4693
MN908947.3	18550	18961	SARS-CoV-2_62	1476	4693
MN908947.3	18869	19277	SARS-CoV-2_63	0	4693
MN908947.3	19183	19586	SARS-CoV-2_64	0	4693
MN908947.3	19485	19901	SARS-CoV-2_65	95	4693
MN908947.3	19810	20216	SARS-CoV-2_66	519	4693
MN908947.3	20090	20497	SARS-CoV-2_67	1	4693
MN908947.3	20377	20792	SARS-CoV-2_68	1063	4693
MN908947.3	20677	21080	SARS-CoV-2_69	0	4693
MN908947.3	20988	21387	SARS-CoV-2_70	10	4693
MN908947.3	21294	21700	SARS-CoV-2_71	755	4693
MN908947.3	21532	21933	SARS-CoV-2_72	0	4693
MN908947.3	21865	22274	SARS-CoV-2_73	0	4693
MN908947.3	22091	22503	SARS-CoV-2_74	12	4693
MN908947.3	22402	22805	SARS-CoV-2_75	0	4693
MN908947.3	22648	23057	SARS-CoV-2_76	0	4693
MN908947.3	22944	23351	SARS-CoV-2_77	0	4693
MN908947.3	23219	23635	SARS-CoV-2_78	0	4693
MN908947.3	23553	23955	SARS-CoV-2_79	5735	4693
MN908947.3	23853	24258	SARS-CoV-2_80	0	4693
MN908947.3	24171	24567	SARS-CoV-2_81	0	4693
MN908947.3	24426	24836	SARS-CoV-2_82	1029	4693
MN908947.3	24750	25150	SARS-CoV-2_83	32	4693
MN908947.3	25051	25461	SARS-CoV-2_84	9	4693
MN908947.3	25331	25740	SARS-CoV-2_85	0	4693
MN908947.3	25645	26050	SARS-CoV-2_86	0	4693
MN908947.3	25951	26360	SARS-CoV-2_87	0	4693
MN908947.3	26255	26661	SARS-CoV-2_88	0	4693
MN908947.3	26564	26979	SARS-CoV-2_89	66	4693
MN908947.3	26873	27283	SARS-CoV-2_90	66	4693
MN908947.3	27152	27560	SARS-CoV-2_91	66	4693
MN908947.3	27447	27855	SARS-CoV-2_92	0	4693
MN908947.3	27700	28104	SARS-CoV-2_93	0	4693
MN908947.3	27996	28416	SARS-CoV-2_94	1584	4693
MN908947.3	28190	28598	SARS-CoV-2_95	1540	4693
MN908947.3	28512	28914	SARS-CoV-2_96	39	4693
MN908947.3	28827	29227	SARS-CoV-2_97	38	4693
MN908947.3	29136	29534	SARS-CoV-2_98	5200	4693
MN908947.3	29452	29854	SARS-CoV-2_99	270	4693
