chrom	start	end	coverage	sample
MN908947.3	15400	15600	0	4693
MN908947.3	15600	15800	11.53	4693
MN908947.3	15800	16000	139.22	4693
MN908947.3	16000	16200	30.81	4693
MN908947.3	16200	16400	223.51	4693
MN908947.3	16400	16600	283.78	4693
MN908947.3	16600	16800	434.6	4693
MN908947.3	16800	17000	716.92	4693
MN908947.3	17000	17200	452.46	4693
MN908947.3	17200	17400	401.23	4693
MN908947.3	17400	17600	116.72	4693
MN908947.3	17600	17800	1165.84	4693
MN908947.3	17800	18000	631.19	4693
MN908947.3	18000	18200	86.12	4693
MN908947.3	18200	18400	351.69	4693
MN908947.3	18400	18600	792.75	4693
MN908947.3	18600	18800	933.55	4693
MN908947.3	18800	19000	1228.97	4693
MN908947.3	19000	19200	8.14	4693
MN908947.3	19200	19400	0	4693
MN908947.3	19400	19600	0	4693
MN908947.3	19600	19800	808.15	4693
MN908947.3	19800	20000	1602.82	4693
MN908947.3	20000	20200	341.5	4693
MN908947.3	20200	20400	46.73	4693
MN908947.3	20400	20600	1068.17	4693
MN908947.3	20600	20800	487.05	4693
MN908947.3	20800	21000	0	4693
MN908947.3	21000	21200	2.48	4693
MN908947.3	21200	21400	362.7	4693
MN908947.3	21400	21600	779.12	4693
MN908947.3	21600	21800	48.76	4693
MN908947.3	21800	22000	0	4693
MN908947.3	22000	22200	0	4693
MN908947.3	22200	22400	14.45	4693
MN908947.3	22400	22600	12.76	4693
MN908947.3	22600	22800	0	4693
MN908947.3	22800	23000	0	4693
MN908947.3	23000	23200	0	4693
MN908947.3	23200	23400	0	4693
MN908947.3	23400	23600	19.96	4693
MN908947.3	23600	23800	5528.97	4693
MN908947.3	23800	24000	2745.24	4693
MN908947.3	24000	24200	0	4693
MN908947.3	24200	24400	0	4693
MN908947.3	24400	24600	317.95	4693
MN908947.3	24600	24800	883.68	4693
MN908947.3	24800	25000	23.41	4693
MN908947.3	25000	25200	14.54	4693
MN908947.3	25200	25400	8.92	4693
MN908947.3	25400	25600	1.39	4693
MN908947.3	25600	25800	0	4693
MN908947.3	25800	26000	0	4693
MN908947.3	26000	26200	0	4693
MN908947.3	26200	26400	0	4693
MN908947.3	26400	26600	0	4693
MN908947.3	26600	26800	191.06	4693
MN908947.3	26800	27000	226.96	4693
MN908947.3	27000	27200	117.2	4693
MN908947.3	27200	27400	169.87	4693
MN908947.3	27400	27600	0	4693
MN908947.3	27600	27800	0	4693
MN908947.3	27800	28000	0	4693
MN908947.3	28000	28200	707.45	4693
MN908947.3	28200	28400	2156.3	4693
MN908947.3	28400	28600	374.31	4693
MN908947.3	28600	28800	35.35	4693
MN908947.3	28800	29000	88.87	4693
MN908947.3	29000	29200	40.05	4693
MN908947.3	29200	29400	4430.6	4693
MN908947.3	29400	29600	3076.55	4693
MN908947.3	29600	29800	268.89	4693
MN908947.3	29800	29903	156.97	4693
MN908947.3	0	200	14.84	4534
MN908947.3	200	400	1541.79	4534
MN908947.3	400	600	9311.5	4534
MN908947.3	600	800	5833.44	4534
MN908947.3	800	1000	290.17	4534
MN908947.3	1000	1200	651.48	4534
MN908947.3	1200	1400	1142.79	4534
MN908947.3	1400	1600	2876.56	4534
MN908947.3	1600	1800	5444.19	4534
MN908947.3	1800	2000	1318.57	4534
MN908947.3	2000	2200	1423.95	4534
MN908947.3	2200	2400	7244.17	4534
MN908947.3	2400	2600	3125.91	4534
MN908947.3	2600	2800	217.79	4534
MN908947.3	2800	3000	14.12	4534
MN908947.3	3000	3200	24.09	4534
MN908947.3	3200	3400	1038.22	4534
MN908947.3	3400	3600	1541.01	4534
MN908947.3	3600	3800	831.52	4534
MN908947.3	3800	4000	269.5	4534
MN908947.3	4000	4200	476.26	4534
MN908947.3	4200	4400	506.24	4534
MN908947.3	4400	4600	2705.82	4534
MN908947.3	4600	4800	1974.98	4534
MN908947.3	4800	5000	865.05	4534
MN908947.3	5000	5200	603.45	4534
MN908947.3	5200	5400	349.92	4534
MN908947.3	5400	5600	4379.1	4534
MN908947.3	5600	5800	6335.42	4534
MN908947.3	5800	6000	2050.49	4534
MN908947.3	6000	6200	77.62	4534
MN908947.3	6200	6400	434.26	4534
MN908947.3	6400	6600	35.77	4534
MN908947.3	6600	6800	25.32	4534
MN908947.3	6800	7000	204.32	4534
MN908947.3	7000	7200	279.64	4534
MN908947.3	7200	7400	3.55	4534
MN908947.3	7400	7600	81.33	4534
MN908947.3	7600	7800	1712.74	4534
MN908947.3	7800	8000	2262.99	4534
MN908947.3	8000	8200	9602.78	4534
MN908947.3	8200	8400	3742.66	4534
MN908947.3	8400	8600	275.88	4534
MN908947.3	8600	8800	2737.52	4534
MN908947.3	8800	9000	2669.31	4534
MN908947.3	9000	9200	881.36	4534
MN908947.3	9200	9400	796.46	4534
MN908947.3	9400	9600	306.84	4534
MN908947.3	9600	9800	1988.01	4534
MN908947.3	9800	10000	2207.77	4534
MN908947.3	10000	10200	38.16	4534
MN908947.3	10200	10400	37.67	4534
MN908947.3	10400	10600	393.61	4534
MN908947.3	10600	10800	1129.08	4534
MN908947.3	10800	11000	147.97	4534
MN908947.3	11000	11200	16.96	4534
MN908947.3	11200	11400	174.87	4534
MN908947.3	11400	11600	722.8	4534
MN908947.3	11600	11800	3325.7	4534
MN908947.3	11800	12000	212.23	4534
MN908947.3	12000	12200	75.04	4534
MN908947.3	12200	12400	2359.74	4534
MN908947.3	12400	12600	6424.11	4534
MN908947.3	12600	12800	5653.2	4534
MN908947.3	12800	13000	936.12	4534
MN908947.3	13000	13200	596.31	4534
MN908947.3	13200	13400	1386.53	4534
MN908947.3	13400	13600	520.24	4534
MN908947.3	13600	13800	545.68	4534
MN908947.3	13800	14000	95.35	4534
MN908947.3	14000	14200	136.29	4534
MN908947.3	14200	14400	289.17	4534
MN908947.3	14400	14600	155.76	4534
MN908947.3	14600	14800	248.94	4534
MN908947.3	14800	15000	1838.53	4534
MN908947.3	15000	15200	1755.76	4534
MN908947.3	15200	15400	1878.32	4534
MN908947.3	15400	15600	4164.16	4534
MN908947.3	15600	15800	186.69	4534
MN908947.3	15800	16000	46.28	4534
MN908947.3	16000	16200	61.79	4534
MN908947.3	16200	16400	220.56	4534
MN908947.3	16400	16600	1141.68	4534
MN908947.3	16600	16800	9004.29	4534
MN908947.3	16800	17000	10831.37	4534
MN908947.3	17000	17200	2955.5	4534
MN908947.3	17200	17400	5195.27	4534
MN908947.3	17400	17600	1519.07	4534
MN908947.3	17600	17800	1470.2	4534
MN908947.3	17800	18000	2151.26	4534
MN908947.3	18000	18200	2791.15	4534
MN908947.3	18200	18400	13300.8	4534
MN908947.3	18400	18600	4372.57	4534
MN908947.3	18600	18800	289.25	4534
MN908947.3	18800	19000	48.88	4534
MN908947.3	19000	19200	6.41	4534
MN908947.3	19200	19400	4.23	4534
MN908947.3	19400	19600	4.25	4534
MN908947.3	19600	19800	13.53	4534
MN908947.3	19800	20000	47.74	4534
MN908947.3	20000	20200	202.48	4534
MN908947.3	20200	20400	1449.09	4534
MN908947.3	20400	20600	1270.99	4534
MN908947.3	20600	20800	339.71	4534
MN908947.3	20800	21000	291.25	4534
MN908947.3	21000	21200	912.44	4534
MN908947.3	21200	21400	870.23	4534
MN908947.3	21400	21600	1306.92	4534
MN908947.3	21600	21800	696.05	4534
MN908947.3	21800	22000	1418.93	4534
MN908947.3	22000	22200	103.37	4534
MN908947.3	22200	22400	56.26	4534
MN908947.3	22400	22600	20.46	4534
MN908947.3	22600	22800	488.46	4534
MN908947.3	22800	23000	515.55	4534
MN908947.3	23000	23200	1338.51	4534
MN908947.3	23200	23400	1059.73	4534
MN908947.3	23400	23600	1365.3	4534
MN908947.3	23600	23800	1216.73	4534
MN908947.3	23800	24000	477.77	4534
MN908947.3	24000	24200	2581.25	4534
MN908947.3	24200	24400	3585.61	4534
MN908947.3	24400	24600	770.99	4534
MN908947.3	24600	24800	4422.52	4534
MN908947.3	24800	25000	1396.06	4534
MN908947.3	25000	25200	329.24	4534
MN908947.3	25200	25400	455.31	4534
MN908947.3	25400	25600	736.21	4534
MN908947.3	25600	25800	1145.15	4534
MN908947.3	25800	26000	5.77	4534
MN908947.3	26000	26200	150.2	4534
MN908947.3	26200	26400	149.6	4534
MN908947.3	26400	26600	99.62	4534
MN908947.3	26600	26800	264.32	4534
MN908947.3	26800	27000	267.53	4534
MN908947.3	27000	27200	566.45	4534
MN908947.3	27200	27400	840.64	4534
MN908947.3	27400	27600	135.1	4534
MN908947.3	27600	27800	233.9	4534
MN908947.3	27800	28000	1160.51	4534
MN908947.3	28000	28200	1866.81	4534
MN908947.3	28200	28400	1219.09	4534
MN908947.3	28400	28600	686.02	4534
MN908947.3	28600	28800	2288.48	4534
MN908947.3	28800	29000	4940.24	4534
MN908947.3	29000	29200	3533.08	4534
MN908947.3	29200	29400	270.3	4534
MN908947.3	29400	29600	4542.23	4534
MN908947.3	29600	29800	5481.57	4534
MN908947.3	29800	29903	1880.01	4534
MN908947.3	0	200	28.45	4676
MN908947.3	200	400	516.43	4676
MN908947.3	400	600	3201.33	4676
MN908947.3	600	800	2756.79	4676
MN908947.3	800	1000	2441.16	4676
MN908947.3	1000	1200	226.18	4676
MN908947.3	1200	1400	261.99	4676
MN908947.3	1400	1600	1681.88	4676
MN908947.3	1600	1800	3935.74	4676
MN908947.3	1800	2000	1810.37	4676
MN908947.3	2000	2200	1321.12	4676
MN908947.3	2200	2400	3422.95	4676
MN908947.3	2400	2600	460.13	4676
MN908947.3	2600	2800	1302.03	4676
MN908947.3	2800	3000	889.4	4676
MN908947.3	3000	3200	0	4676
MN908947.3	3200	3400	0	4676
MN908947.3	3400	3600	518.04	4676
MN908947.3	3600	3800	2658.23	4676
MN908947.3	3800	4000	1230.38	4676
MN908947.3	4000	4200	327.64	4676
MN908947.3	4200	4400	326.37	4676
MN908947.3	4400	4600	634.49	4676
MN908947.3	4600	4800	1123.25	4676
MN908947.3	4800	5000	1445.63	4676
MN908947.3	5000	5200	1277.05	4676
MN908947.3	5200	5400	388.76	4676
MN908947.3	5400	5600	2746.3	4676
MN908947.3	5600	5800	4639.8	4676
MN908947.3	5800	6000	3144.08	4676
MN908947.3	6000	6200	11.24	4676
MN908947.3	6200	6400	111.78	4676
MN908947.3	6400	6600	7.63	4676
MN908947.3	6600	6800	66.96	4676
MN908947.3	6800	7000	14.11	4676
MN908947.3	7000	7200	0	4676
MN908947.3	7200	7400	123.03	4676
MN908947.3	7400	7600	1377.31	4676
MN908947.3	7600	7800	938.63	4676
MN908947.3	7800	8000	835.64	4676
MN908947.3	8000	8200	1748.08	4676
MN908947.3	8200	8400	617.28	4676
MN908947.3	8400	8600	94.09	4676
MN908947.3	8600	8800	137.84	4676
MN908947.3	8800	9000	4.89	4676
MN908947.3	9000	9200	0	4676
MN908947.3	9200	9400	179.1	4676
MN908947.3	9400	9600	414.98	4676
MN908947.3	9600	9800	690.58	4676
MN908947.3	9800	10000	967.3	4676
MN908947.3	10000	10200	2.59	4676
MN908947.3	10200	10400	267.79	4676
MN908947.3	10400	10600	1146.07	4676
MN908947.3	10600	10800	1214.91	4676
MN908947.3	10800	11000	144.61	4676
MN908947.3	11000	11200	172.67	4676
MN908947.3	11200	11400	429.5	4676
MN908947.3	11400	11600	362.56	4676
MN908947.3	11600	11800	75.38	4676
MN908947.3	11800	12000	9.03	4676
MN908947.3	12000	12200	192.64	4676
MN908947.3	12200	12400	7727.08	4676
MN908947.3	12400	12600	4777.5	4676
MN908947.3	12600	12800	1662.45	4676
MN908947.3	12800	13000	418.04	4676
MN908947.3	13000	13200	1018.54	4676
MN908947.3	13200	13400	2162.74	4676
MN908947.3	13400	13600	505.07	4676
MN908947.3	13600	13800	2579.85	4676
MN908947.3	13800	14000	1345.47	4676
MN908947.3	14000	14200	298.32	4676
MN908947.3	14200	14400	11.39	4676
MN908947.3	14400	14600	8.51	4676
MN908947.3	14600	14800	39.32	4676
MN908947.3	14800	15000	160.34	4676
MN908947.3	15000	15200	146.09	4676
MN908947.3	15200	15400	34.94	4676
MN908947.3	15400	15600	32.52	4676
MN908947.3	15600	15800	17.42	4676
MN908947.3	15800	16000	267.35	4676
MN908947.3	16000	16200	68.77	4676
MN908947.3	16200	16400	885.53	4676
MN908947.3	16400	16600	3640.17	4676
MN908947.3	16600	16800	7032.07	4676
MN908947.3	16800	17000	6335.19	4676
MN908947.3	17000	17200	693.99	4676
MN908947.3	17200	17400	127.9	4676
MN908947.3	17400	17600	180.63	4676
MN908947.3	17600	17800	746.52	4676
MN908947.3	17800	18000	2093.8	4676
MN908947.3	18000	18200	753.08	4676
MN908947.3	18200	18400	564.59	4676
MN908947.3	18400	18600	348.74	4676
MN908947.3	18600	18800	33.89	4676
MN908947.3	18800	19000	50.15	4676
MN908947.3	19000	19200	88.84	4676
MN908947.3	19200	19400	0	4676
MN908947.3	19400	19600	0	4676
MN908947.3	19600	19800	641.1	4676
MN908947.3	19800	20000	2401.02	4676
MN908947.3	20000	20200	1308.85	4676
MN908947.3	20200	20400	224.74	4676
MN908947.3	20400	20600	1409.58	4676
MN908947.3	20600	20800	907.95	4676
MN908947.3	20800	21000	0.54	4676
MN908947.3	21000	21200	1.83	4676
MN908947.3	21200	21400	140	4676
MN908947.3	21400	21600	579.48	4676
MN908947.3	21600	21800	65.65	4676
MN908947.3	21800	22000	16.64	4676
MN908947.3	22000	22200	152.85	4676
MN908947.3	22200	22400	168.96	4676
MN908947.3	22400	22600	125.94	4676
MN908947.3	22600	22800	99.69	4676
MN908947.3	22800	23000	65.64	4676
MN908947.3	23000	23200	58.68	4676
MN908947.3	23200	23400	3.78	4676
MN908947.3	23400	23600	118.58	4676
MN908947.3	23600	23800	738.48	4676
MN908947.3	23800	24000	413.31	4676
MN908947.3	24000	24200	135.5	4676
MN908947.3	24200	24400	274.32	4676
MN908947.3	24400	24600	155.51	4676
MN908947.3	24600	24800	1008.74	4676
MN908947.3	24800	25000	269.86	4676
MN908947.3	25000	25200	0.9	4676
MN908947.3	25200	25400	16.58	4676
MN908947.3	25400	25600	191.9	4676
MN908947.3	25600	25800	115.96	4676
MN908947.3	25800	26000	0	4676
MN908947.3	26000	26200	0.34	4676
MN908947.3	26200	26400	5.09	4676
MN908947.3	26400	26600	112.3	4676
MN908947.3	26600	26800	1974.7	4676
MN908947.3	26800	27000	8697.16	4676
MN908947.3	27000	27200	2084.57	4676
MN908947.3	27200	27400	243.26	4676
MN908947.3	27400	27600	1072.35	4676
MN908947.3	27600	27800	4583.76	4676
MN908947.3	27800	28000	1516.13	4676
MN908947.3	28000	28200	825.24	4676
MN908947.3	28200	28400	884.92	4676
MN908947.3	28400	28600	107.28	4676
MN908947.3	28600	28800	217.43	4676
MN908947.3	28800	29000	816.11	4676
MN908947.3	29000	29200	1412.79	4676
MN908947.3	29200	29400	43.2	4676
MN908947.3	29400	29600	3411.59	4676
MN908947.3	29600	29800	1619.97	4676
MN908947.3	29800	29903	63.33	4676
MN908947.3	0	200	0	4542
MN908947.3	200	400	0	4542
MN908947.3	400	600	1.32	4542
MN908947.3	600	800	0.17	4542
MN908947.3	800	1000	0	4542
MN908947.3	1000	1200	2	4542
MN908947.3	1200	1400	1	4542
MN908947.3	1400	1600	3.66	4542
MN908947.3	1600	1800	20.64	4542
MN908947.3	1800	2000	9.6	4542
MN908947.3	2000	2200	14.61	4542
MN908947.3	2200	2400	0.28	4542
MN908947.3	2400	2600	0.68	4542
MN908947.3	2600	2800	1.56	4542
MN908947.3	2800	3000	4.92	4542
MN908947.3	3000	3200	5.66	4542
MN908947.3	3200	3400	2.21	4542
MN908947.3	3400	3600	4.44	4542
MN908947.3	3600	3800	3.66	4542
MN908947.3	3800	4000	0	4542
MN908947.3	4000	4200	3.26	4542
MN908947.3	4200	4400	0.75	4542
MN908947.3	4400	4600	0.65	4542
MN908947.3	4600	4800	18.81	4542
MN908947.3	4800	5000	21.46	4542
MN908947.3	5000	5200	0	4542
MN908947.3	5200	5400	10.77	4542
MN908947.3	5400	5600	11.26	4542
MN908947.3	5600	5800	4.46	4542
MN908947.3	5800	6000	0.61	4542
MN908947.3	6000	6200	0	4542
MN908947.3	6200	6400	0	4542
MN908947.3	6400	6600	0	4542
MN908947.3	6600	6800	0	4542
MN908947.3	6800	7000	0	4542
MN908947.3	7000	7200	0.92	4542
MN908947.3	7200	7400	0.52	4542
MN908947.3	7400	7600	0	4542
MN908947.3	7600	7800	1.21	4542
MN908947.3	7800	8000	6.26	4542
MN908947.3	8000	8200	0.92	4542
MN908947.3	8200	8400	1.16	4542
MN908947.3	8400	8600	4.76	4542
MN908947.3	8600	8800	1.02	4542
MN908947.3	8800	9000	0	4542
MN908947.3	9000	9200	0	4542
MN908947.3	9200	9400	0	4542
MN908947.3	9400	9600	4.6	4542
MN908947.3	9600	9800	5.43	4542
MN908947.3	9800	10000	1.55	4542
MN908947.3	10000	10200	3	4542
MN908947.3	10200	10400	3.38	4542
MN908947.3	10400	10600	0.74	4542
MN908947.3	10600	10800	0	4542
MN908947.3	10800	11000	0	4542
MN908947.3	11000	11200	0	4542
MN908947.3	11200	11400	14.65	4542
MN908947.3	11400	11600	45.98	4542
MN908947.3	11600	11800	9.13	4542
MN908947.3	11800	12000	4.14	4542
MN908947.3	12000	12200	27.14	4542
MN908947.3	12200	12400	14.14	4542
MN908947.3	12400	12600	3.79	4542
MN908947.3	12600	12800	30.5	4542
MN908947.3	12800	13000	18.31	4542
MN908947.3	13000	13200	22.43	4542
MN908947.3	13200	13400	6.57	4542
MN908947.3	13400	13600	4.38	4542
MN908947.3	13600	13800	0.15	4542
MN908947.3	13800	14000	2.5	4542
MN908947.3	14000	14200	3.27	4542
MN908947.3	14200	14400	2.52	4542
MN908947.3	14400	14600	7.58	4542
MN908947.3	14600	14800	5.67	4542
MN908947.3	14800	15000	0.12	4542
MN908947.3	15000	15200	5.4	4542
MN908947.3	15200	15400	3.64	4542
MN908947.3	15400	15600	0.76	4542
MN908947.3	15600	15800	8.97	4542
MN908947.3	15800	16000	1.89	4542
MN908947.3	16000	16200	5.5	4542
MN908947.3	16200	16400	6.82	4542
MN908947.3	16400	16600	6.77	4542
MN908947.3	16600	16800	14.42	4542
MN908947.3	16800	17000	42.94	4542
MN908947.3	17000	17200	19.25	4542
MN908947.3	17200	17400	72.31	4542
MN908947.3	17400	17600	490.22	4542
MN908947.3	17600	17800	141.72	4542
MN908947.3	17800	18000	7.64	4542
MN908947.3	18000	18200	0	4542
MN908947.3	18200	18400	2	4542
MN908947.3	18400	18600	8.07	4542
MN908947.3	18600	18800	13.28	4542
MN908947.3	18800	19000	5.79	4542
MN908947.3	19000	19200	0.93	4542
MN908947.3	19200	19400	0.7	4542
MN908947.3	19400	19600	1.09	4542
MN908947.3	19600	19800	2.05	4542
MN908947.3	19800	20000	10.86	4542
MN908947.3	20000	20200	6.35	4542
MN908947.3	20200	20400	0	4542
MN908947.3	20400	20600	2.29	4542
MN908947.3	20600	20800	6.8	4542
MN908947.3	20800	21000	8.03	4542
MN908947.3	21000	21200	14.3	4542
MN908947.3	21200	21400	11.81	4542
MN908947.3	21400	21600	0.1	4542
MN908947.3	21600	21800	10.76	4542
MN908947.3	21800	22000	1.63	4542
MN908947.3	22000	22200	0	4542
MN908947.3	22200	22400	0.33	4542
MN908947.3	22400	22600	0.32	4542
MN908947.3	22600	22800	2.38	4542
MN908947.3	22800	23000	2.53	4542
MN908947.3	23000	23200	2.21	4542
MN908947.3	23200	23400	22.67	4542
MN908947.3	23400	23600	43.37	4542
MN908947.3	23600	23800	1.01	4542
MN908947.3	23800	24000	0	4542
MN908947.3	24000	24200	0	4542
MN908947.3	24200	24400	0	4542
MN908947.3	24400	24600	7.36	4542
MN908947.3	24600	24800	10.02	4542
MN908947.3	24800	25000	0.11	4542
MN908947.3	25000	25200	0	4542
MN908947.3	25200	25400	0	4542
MN908947.3	25400	25600	0	4542
MN908947.3	25600	25800	0	4542
MN908947.3	25800	26000	0	4542
MN908947.3	26000	26200	2.12	4542
MN908947.3	26200	26400	1.39	4542
MN908947.3	26400	26600	1.1	4542
MN908947.3	26600	26800	0.64	4542
MN908947.3	26800	27000	0.05	4542
MN908947.3	27000	27200	0.09	4542
MN908947.3	27200	27400	1.41	4542
MN908947.3	27400	27600	2.37	4542
MN908947.3	27600	27800	4.77	4542
MN908947.3	27800	28000	10.84	4542
MN908947.3	28000	28200	20.63	4542
MN908947.3	28200	28400	20.66	4542
MN908947.3	28400	28600	33.54	4542
MN908947.3	28600	28800	148.03	4542
MN908947.3	28800	29000	44.36	4542
MN908947.3	29000	29200	11.1	4542
MN908947.3	29200	29400	47.69	4542
MN908947.3	29400	29600	26.44	4542
MN908947.3	29600	29800	4.42	4542
MN908947.3	29800	29903	0.27	4542
MN908947.3	0	200	3.29	4538
MN908947.3	200	400	3150.02	4538
MN908947.3	400	600	39198.27	4538
MN908947.3	600	800	20055.3	4538
MN908947.3	800	1000	57.32	4538
MN908947.3	1000	1200	523.7	4538
MN908947.3	1200	1400	343.55	4538
MN908947.3	1400	1600	979.55	4538
MN908947.3	1600	1800	2620.84	4538
MN908947.3	1800	2000	545.11	4538
MN908947.3	2000	2200	432.93	4538
MN908947.3	2200	2400	27.93	4538
MN908947.3	2400	2600	32.28	4538
MN908947.3	2600	2800	93.44	4538
MN908947.3	2800	3000	29.56	4538
MN908947.3	3000	3200	40.35	4538
MN908947.3	3200	3400	76.7	4538
MN908947.3	3400	3600	102.88	4538
MN908947.3	3600	3800	77.4	4538
MN908947.3	3800	4000	1.13	4538
MN908947.3	4000	4200	59.9	4538
MN908947.3	4200	4400	71.78	4538
MN908947.3	4400	4600	120.21	4538
MN908947.3	4600	4800	1454	4538
MN908947.3	4800	5000	2027.01	4538
MN908947.3	5000	5200	33.67	4538
MN908947.3	5200	5400	420.53	4538
MN908947.3	5400	5600	3614.23	4538
MN908947.3	5600	5800	7233.06	4538
MN908947.3	5800	6000	1551.86	4538
MN908947.3	6000	6200	87.62	4538
MN908947.3	6200	6400	7.93	4538
MN908947.3	6400	6600	0	4538
MN908947.3	6600	6800	0.76	4538
MN908947.3	6800	7000	10.88	4538
MN908947.3	7000	7200	42.25	4538
MN908947.3	7200	7400	65.19	4538
MN908947.3	7400	7600	344.53	4538
MN908947.3	7600	7800	340.95	4538
MN908947.3	7800	8000	211.63	4538
MN908947.3	8000	8200	44	4538
MN908947.3	8200	8400	118.71	4538
MN908947.3	8400	8600	512.91	4538
MN908947.3	8600	8800	151.24	4538
MN908947.3	8800	9000	5.04	4538
MN908947.3	9000	9200	37.38	4538
MN908947.3	9200	9400	52.26	4538
MN908947.3	9400	9600	465.26	4538
MN908947.3	9600	9800	1083.46	4538
MN908947.3	9800	10000	407.44	4538
MN908947.3	10000	10200	325.07	4538
MN908947.3	10200	10400	278.07	4538
MN908947.3	10400	10600	55.61	4538
MN908947.3	10600	10800	25.57	4538
MN908947.3	10800	11000	111.72	4538
MN908947.3	11000	11200	76.14	4538
MN908947.3	11200	11400	318.47	4538
MN908947.3	11400	11600	1101.44	4538
MN908947.3	11600	11800	279.73	4538
MN908947.3	11800	12000	65.67	4538
MN908947.3	12000	12200	461	4538
MN908947.3	12200	12400	250.51	4538
MN908947.3	12400	12600	111.82	4538
MN908947.3	12600	12800	506.5	4538
MN908947.3	12800	13000	787.09	4538
MN908947.3	13000	13200	1005.95	4538
MN908947.3	13200	13400	577.65	4538
MN908947.3	13400	13600	268.39	4538
MN908947.3	13600	13800	42.58	4538
MN908947.3	13800	14000	151.38	4538
MN908947.3	14000	14200	147.19	4538
MN908947.3	14200	14400	281.75	4538
MN908947.3	14400	14600	623.37	4538
MN908947.3	14600	14800	388.27	4538
MN908947.3	14800	15000	155.42	4538
MN908947.3	15000	15200	408.61	4538
MN908947.3	15200	15400	204.94	4538
MN908947.3	15400	15600	56.15	4538
MN908947.3	15600	15800	531.51	4538
MN908947.3	15800	16000	333.62	4538
MN908947.3	16000	16200	381.74	4538
MN908947.3	16200	16400	632.99	4538
MN908947.3	16400	16600	433.58	4538
MN908947.3	16600	16800	502.76	4538
MN908947.3	16800	17000	1001.06	4538
MN908947.3	17000	17200	476.09	4538
MN908947.3	17200	17400	673.13	4538
MN908947.3	17400	17600	3598.95	4538
MN908947.3	17600	17800	1135.19	4538
MN908947.3	17800	18000	118.82	4538
MN908947.3	18000	18200	2.07	4538
MN908947.3	18200	18400	49.27	4538
MN908947.3	18400	18600	156.73	4538
MN908947.3	18600	18800	1007.74	4538
MN908947.3	18800	19000	586.12	4538
MN908947.3	19000	19200	79.61	4538
MN908947.3	19200	19400	38.69	4538
MN908947.3	19400	19600	44.67	4538
MN908947.3	19600	19800	68.32	4538
MN908947.3	19800	20000	156.13	4538
MN908947.3	20000	20200	171.35	4538
