chrom	start	end	coverage	sample
MN908947.3	21000	21200	912.44	4534
MN908947.3	21200	21400	870.23	4534
MN908947.3	21400	21600	1306.92	4534
MN908947.3	21600	21800	696.05	4534
MN908947.3	21800	22000	1418.93	4534
MN908947.3	22000	22200	103.37	4534
MN908947.3	22200	22400	56.26	4534
MN908947.3	22400	22600	20.46	4534
MN908947.3	22600	22800	488.46	4534
MN908947.3	22800	23000	515.55	4534
MN908947.3	23000	23200	1338.51	4534
MN908947.3	23200	23400	1059.73	4534
MN908947.3	23400	23600	1365.3	4534
MN908947.3	23600	23800	1216.73	4534
MN908947.3	23800	24000	477.77	4534
MN908947.3	24000	24200	2581.25	4534
MN908947.3	24200	24400	3585.61	4534
MN908947.3	24400	24600	770.99	4534
MN908947.3	24600	24800	4422.52	4534
MN908947.3	24800	25000	1396.06	4534
MN908947.3	25000	25200	329.24	4534
MN908947.3	25200	25400	455.31	4534
MN908947.3	25400	25600	736.21	4534
MN908947.3	25600	25800	1145.15	4534
MN908947.3	25800	26000	5.77	4534
MN908947.3	26000	26200	150.2	4534
MN908947.3	26200	26400	149.6	4534
MN908947.3	26400	26600	99.62	4534
MN908947.3	26600	26800	264.32	4534
MN908947.3	26800	27000	267.53	4534
MN908947.3	27000	27200	566.45	4534
MN908947.3	27200	27400	840.64	4534
MN908947.3	27400	27600	135.1	4534
MN908947.3	27600	27800	233.9	4534
MN908947.3	27800	28000	1160.51	4534
MN908947.3	28000	28200	1866.81	4534
MN908947.3	28200	28400	1219.09	4534
MN908947.3	28400	28600	686.02	4534
MN908947.3	28600	28800	2288.48	4534
MN908947.3	28800	29000	4940.24	4534
MN908947.3	29000	29200	3533.08	4534
MN908947.3	29200	29400	270.3	4534
MN908947.3	29400	29600	4542.23	4534
MN908947.3	29600	29800	5481.57	4534
MN908947.3	29800	29903	1880.01	4534
