chrom	start	end	coverage	sample
MN908947.3	16200	16400	6.82	4542
MN908947.3	16400	16600	6.77	4542
MN908947.3	16600	16800	14.42	4542
MN908947.3	16800	17000	42.94	4542
MN908947.3	17000	17200	19.25	4542
MN908947.3	17200	17400	72.31	4542
MN908947.3	17400	17600	490.22	4542
MN908947.3	17600	17800	141.72	4542
MN908947.3	17800	18000	7.64	4542
MN908947.3	18000	18200	0	4542
MN908947.3	18200	18400	2	4542
MN908947.3	18400	18600	8.07	4542
MN908947.3	18600	18800	13.28	4542
MN908947.3	18800	19000	5.79	4542
MN908947.3	19000	19200	0.93	4542
MN908947.3	19200	19400	0.7	4542
MN908947.3	19400	19600	1.09	4542
MN908947.3	19600	19800	2.05	4542
MN908947.3	19800	20000	10.86	4542
MN908947.3	20000	20200	6.35	4542
MN908947.3	20200	20400	0	4542
MN908947.3	20400	20600	2.29	4542
MN908947.3	20600	20800	6.8	4542
MN908947.3	20800	21000	8.03	4542
MN908947.3	21000	21200	14.3	4542
MN908947.3	21200	21400	11.81	4542
MN908947.3	21400	21600	0.1	4542
MN908947.3	21600	21800	10.76	4542
MN908947.3	21800	22000	1.63	4542
MN908947.3	22000	22200	0	4542
MN908947.3	22200	22400	0.33	4542
MN908947.3	22400	22600	0.32	4542
MN908947.3	22600	22800	2.38	4542
MN908947.3	22800	23000	2.53	4542
MN908947.3	23000	23200	2.21	4542
MN908947.3	23200	23400	22.67	4542
MN908947.3	23400	23600	43.37	4542
MN908947.3	23600	23800	1.01	4542
MN908947.3	23800	24000	0	4542
MN908947.3	24000	24200	0	4542
MN908947.3	24200	24400	0	4542
MN908947.3	24400	24600	7.36	4542
MN908947.3	24600	24800	10.02	4542
MN908947.3	24800	25000	0.11	4542
MN908947.3	25000	25200	0	4542
MN908947.3	25200	25400	0	4542
MN908947.3	25400	25600	0	4542
MN908947.3	25600	25800	0	4542
MN908947.3	25800	26000	0	4542
MN908947.3	26000	26200	2.12	4542
MN908947.3	26200	26400	1.39	4542
MN908947.3	26400	26600	1.1	4542
MN908947.3	26600	26800	0.64	4542
MN908947.3	26800	27000	0.05	4542
MN908947.3	27000	27200	0.09	4542
MN908947.3	27200	27400	1.41	4542
MN908947.3	27400	27600	2.37	4542
MN908947.3	27600	27800	4.77	4542
MN908947.3	27800	28000	10.84	4542
MN908947.3	28000	28200	20.63	4542
MN908947.3	28200	28400	20.66	4542
MN908947.3	28400	28600	33.54	4542
MN908947.3	28600	28800	148.03	4542
MN908947.3	28800	29000	44.36	4542
MN908947.3	29000	29200	11.1	4542
MN908947.3	29200	29400	47.69	4542
MN908947.3	29400	29600	26.44	4542
MN908947.3	29600	29800	4.42	4542
MN908947.3	29800	29903	0.27	4542
