chrom	start	end	coverage	sample
MN908947.3	17800	18000	4801.66	4662
MN908947.3	18000	18200	2628.18	4662
MN908947.3	18200	18400	1935.92	4662
MN908947.3	18400	18600	1709.02	4662
MN908947.3	18600	18800	781.43	4662
MN908947.3	18800	19000	831.31	4662
MN908947.3	19000	19200	501.05	4662
MN908947.3	19200	19400	581.61	4662
MN908947.3	19400	19600	857.52	4662
MN908947.3	19600	19800	848.67	4662
MN908947.3	19800	20000	2214.79	4662
MN908947.3	20000	20200	1947.33	4662
MN908947.3	20200	20400	645.59	4662
MN908947.3	20400	20600	2049.01	4662
MN908947.3	20600	20800	889.55	4662
MN908947.3	20800	21000	332.05	4662
MN908947.3	21000	21200	349.8	4662
MN908947.3	21200	21400	1989.94	4662
MN908947.3	21400	21600	4346.73	4662
MN908947.3	21600	21800	262.29	4662
MN908947.3	21800	22000	72.34	4662
MN908947.3	22000	22200	270.95	4662
MN908947.3	22200	22400	140.16	4662
MN908947.3	22400	22600	24.81	4662
MN908947.3	22600	22800	30.72	4662
MN908947.3	22800	23000	574.93	4662
MN908947.3	23000	23200	1699.87	4662
MN908947.3	23200	23400	2037.72	4662
MN908947.3	23400	23600	3733.82	4662
MN908947.3	23600	23800	7223.82	4662
MN908947.3	23800	24000	2350.59	4662
MN908947.3	24000	24200	858.08	4662
MN908947.3	24200	24400	1543.95	4662
MN908947.3	24400	24600	568.56	4662
MN908947.3	24600	24800	2083.65	4662
MN908947.3	24800	25000	648.24	4662
MN908947.3	25000	25200	42.9	4662
MN908947.3	25200	25400	355.25	4662
MN908947.3	25400	25600	386.1	4662
MN908947.3	25600	25800	272.81	4662
MN908947.3	25800	26000	40.09	4662
MN908947.3	26000	26200	149.65	4662
MN908947.3	26200	26400	262.58	4662
MN908947.3	26400	26600	481.34	4662
MN908947.3	26600	26800	2559.57	4662
MN908947.3	26800	27000	5174.27	4662
MN908947.3	27000	27200	275.08	4662
MN908947.3	27200	27400	394.2	4662
MN908947.3	27400	27600	209.69	4662
MN908947.3	27600	27800	623.78	4662
MN908947.3	27800	28000	1102.78	4662
MN908947.3	28000	28200	2804.73	4662
MN908947.3	28200	28400	5235.51	4662
MN908947.3	28400	28600	2424.34	4662
MN908947.3	28600	28800	1715.94	4662
MN908947.3	28800	29000	1365.82	4662
MN908947.3	29000	29200	868.55	4662
MN908947.3	29200	29400	574.05	4662
MN908947.3	29400	29600	2406.44	4662
MN908947.3	29600	29800	3482.35	4662
MN908947.3	29800	29903	1322.49	4662
