chrom	start	end	coverage	sample
MN908947.3	16600	16800	22.37	3165
MN908947.3	16800	17000	74.05	3165
MN908947.3	17000	17200	31.39	3165
MN908947.3	17200	17400	429.87	3165
MN908947.3	17400	17600	2721.69	3165
MN908947.3	17600	17800	2575.63	3165
MN908947.3	17800	18000	2303.86	3165
MN908947.3	18000	18200	343.21	3165
MN908947.3	18200	18400	468.08	3165
MN908947.3	18400	18600	1479.9	3165
MN908947.3	18600	18800	389.82	3165
MN908947.3	18800	19000	33.15	3165
MN908947.3	19000	19200	0.95	3165
MN908947.3	19200	19400	0.51	3165
MN908947.3	19400	19600	0	3165
MN908947.3	19600	19800	0	3165
MN908947.3	19800	20000	7.92	3165
MN908947.3	20000	20200	10.11	3165
MN908947.3	20200	20400	53.24	3165
MN908947.3	20400	20600	600.31	3165
MN908947.3	20600	20800	56.68	3165
MN908947.3	20800	21000	89.58	3165
MN908947.3	21000	21200	80.25	3165
MN908947.3	21200	21400	13.21	3165
MN908947.3	21400	21600	0	3165
MN908947.3	21600	21800	0	3165
MN908947.3	21800	22000	1.11	3165
MN908947.3	22000	22200	13.21	3165
MN908947.3	22200	22400	47.01	3165
MN908947.3	22400	22600	6.28	3165
MN908947.3	22600	22800	0	3165
MN908947.3	22800	23000	1.72	3165
MN908947.3	23000	23200	38.01	3165
MN908947.3	23200	23400	39.55	3165
MN908947.3	23400	23600	18.52	3165
MN908947.3	23600	23800	4.58	3165
MN908947.3	23800	24000	7.79	3165
MN908947.3	24000	24200	47.06	3165
MN908947.3	24200	24400	42.09	3165
MN908947.3	24400	24600	218.04	3165
MN908947.3	24600	24800	286.52	3165
MN908947.3	24800	25000	79.44	3165
MN908947.3	25000	25200	43.26	3165
MN908947.3	25200	25400	831.95	3165
MN908947.3	25400	25600	299.06	3165
MN908947.3	25600	25800	5.24	3165
MN908947.3	25800	26000	5.55	3165
MN908947.3	26000	26200	11.47	3165
MN908947.3	26200	26400	29.14	3165
MN908947.3	26400	26600	42.45	3165
MN908947.3	26600	26800	261.9	3165
MN908947.3	26800	27000	154.03	3165
MN908947.3	27000	27200	0	3165
MN908947.3	27200	27400	0	3165
MN908947.3	27400	27600	0.61	3165
MN908947.3	27600	27800	18.13	3165
MN908947.3	27800	28000	65.46	3165
MN908947.3	28000	28200	1114.84	3165
MN908947.3	28200	28400	1054.43	3165
MN908947.3	28400	28600	23.97	3165
MN908947.3	28600	28800	105.46	3165
MN908947.3	28800	29000	36.03	3165
MN908947.3	29000	29200	32.02	3165
MN908947.3	29200	29400	274.05	3165
MN908947.3	29400	29600	54.09	3165
MN908947.3	29600	29800	72.45	3165
MN908947.3	29800	29903	47.66	3165
