chrom	start	end	coverage	sample
MN908947.3	19400	19600	0	4676
MN908947.3	19600	19800	641.1	4676
MN908947.3	19800	20000	2401.02	4676
MN908947.3	20000	20200	1308.85	4676
MN908947.3	20200	20400	224.74	4676
MN908947.3	20400	20600	1409.58	4676
MN908947.3	20600	20800	907.95	4676
MN908947.3	20800	21000	0.54	4676
MN908947.3	21000	21200	1.83	4676
MN908947.3	21200	21400	140	4676
MN908947.3	21400	21600	579.48	4676
MN908947.3	21600	21800	65.65	4676
MN908947.3	21800	22000	16.64	4676
MN908947.3	22000	22200	152.85	4676
MN908947.3	22200	22400	168.96	4676
MN908947.3	22400	22600	125.94	4676
MN908947.3	22600	22800	99.69	4676
MN908947.3	22800	23000	65.64	4676
MN908947.3	23000	23200	58.68	4676
MN908947.3	23200	23400	3.78	4676
MN908947.3	23400	23600	118.58	4676
MN908947.3	23600	23800	738.48	4676
MN908947.3	23800	24000	413.31	4676
MN908947.3	24000	24200	135.5	4676
MN908947.3	24200	24400	274.32	4676
MN908947.3	24400	24600	155.51	4676
MN908947.3	24600	24800	1008.74	4676
MN908947.3	24800	25000	269.86	4676
MN908947.3	25000	25200	0.9	4676
MN908947.3	25200	25400	16.58	4676
MN908947.3	25400	25600	191.9	4676
MN908947.3	25600	25800	115.96	4676
MN908947.3	25800	26000	0	4676
MN908947.3	26000	26200	0.34	4676
MN908947.3	26200	26400	5.09	4676
MN908947.3	26400	26600	112.3	4676
MN908947.3	26600	26800	1974.7	4676
MN908947.3	26800	27000	8697.16	4676
MN908947.3	27000	27200	2084.57	4676
MN908947.3	27200	27400	243.26	4676
MN908947.3	27400	27600	1072.35	4676
MN908947.3	27600	27800	4583.76	4676
MN908947.3	27800	28000	1516.13	4676
MN908947.3	28000	28200	825.24	4676
MN908947.3	28200	28400	884.92	4676
MN908947.3	28400	28600	107.28	4676
MN908947.3	28600	28800	217.43	4676
MN908947.3	28800	29000	816.11	4676
MN908947.3	29000	29200	1412.79	4676
MN908947.3	29200	29400	43.2	4676
MN908947.3	29400	29600	3411.59	4676
MN908947.3	29600	29800	1619.97	4676
MN908947.3	29800	29903	63.33	4676
